iter	Logloss
193	0.02480545997
194	0.02478074338
195	0.02475220618
196	0.02473607463
197	0.02469710186
198	0.02467167547
199	0.02465655488
200	0.0246354802
201	0.02461280783
202	0.02458849893
203	0.02456968886
204	0.02454957697
205	0.0245296687
206	0.02449944144
207	0.02445525737
208	0.0244373762
209	0.02441430134
210	0.02436829977
211	0.02433931025
212	0.02432282323
213	0.02430022867
214	0.02426835199
215	0.02425693396
216	0.02423988735
217	0.02421971518
218	0.02419882063
219	0.02416840672
220	0.02414427728
221	0.02412332539
222	0.02410051981
223	0.02408744316
224	0.02407030126
225	0.02404738111
226	0.02402824926
227	0.02400875524
228	0.02399098938
229	0.02397072273
230	0.02394232673
231	0.02392396573
232	0.02389741763
233	0.02388557324
234	0.02386807499
235	0.02383921487
236	0.02381370773
237	0.02379567686
238	0.02373873249
239	0.02371899199
240	0.02370428973
241	0.02367589846
242	0.02365936773
243	0.0236355827
244	0.02361842097
245	0.02360707975
246	0.02359112193
247	0.02357412456
248	0.02355513513
249	0.02353967347
250	0.02350625039
251	0.02348997976
252	0.02347023973
253	0.02345317803
254	0.02342940169
255	0.0234128603
256	0.02339779078
257	0.02338037926
258	0.02336000313
259	0.02331083442
260	0.02329431164
261	0.02326796251
262	0.02324163824
263	0.02320629699
264	0.02319306397
265	0.02317653274
266	0.02316320104
267	0.02315069519
268	0.02307193711
269	0.02305360574
270	0.02303905663
271	0.0230226765
272	0.02300345838
273	0.02297904314
274	0.02295808393
275	0.02293789398
276	0.02291926989
277	0.02288939045
278	0.02286748908
279	0.0228493866
280	0.02282428197
281	0.02281344391
282	0.02280145024
283	0.02278706756
284	0.02276977075
285	0.02274366362
286	0.02272756243
287	0.02271366641
288	0.02268825736
289	0.02266998559
290	0.02264952492
291	0.02263501244
292	0.02261351906
293	0.02259680634
294	0.02257156041
295	0.02254975763
296	0.02253419996
297	0.02250917416
298	0.02249692145
299	0.0224736845
300	0.02246504461
301	0.02244382018
302	0.02242763737
303	0.0224021278
304	0.02238487428
305	0.02237318864
306	0.02234620126
307	0.02231135807
308	0.02228940639
309	0.02227177753
310	0.02224255685
311	0.02222025267
312	0.02220391916
313	0.02217178638
314	0.02212295359
315	0.02211043252
316	0.02209150831
317	0.02207387102
318	0.02206426949
319	0.02203412939
320	0.02200910692
321	0.02199551471
322	0.02198291653
323	0.02196869974
324	0.02195327262
325	0.02193760412
326	0.02191632285
327	0.02190047085
328	0.02187548787
329	0.02184743096
330	0.02183180681
331	0.02181242214
332	0.02179208857
333	0.0217692483
334	0.02175746633
335	0.02174494229
336	0.02172855347
337	0.02171792537
338	0.02170666172
339	0.02169602789
340	0.02165505255
341	0.02163497647
342	0.0216285451
343	0.02161301187
344	0.02160226629
345	0.02158966937
346	0.02157771099
347	0.02155709602
348	0.02153654777
349	0.02150763311
350	0.02148545258
351	0.02147944144
352	0.02146321167
353	0.02144758283
354	0.02143424421
355	0.0214242812
356	0.02141005815
357	0.02139972051
358	0.02139123584
359	0.02137948145
360	0.02135319304
361	0.02134527934
362	0.02133327403
363	0.02132471464
364	0.02130652504
365	0.02128708592
366	0.02126752304
367	0.02125938679
368	0.02124644624
369	0.02123091893
370	0.02121322924
371	0.02119669459
372	0.02117655459
373	0.02115800775
374	0.02112850761
375	0.02110983106
376	0.02109011712
377	0.02107936724
378	0.02106112894
379	0.02103798785
380	0.02101851946
381	0.02100846876
382	0.02098374506
383	0.02096323679
384	0.02093527866
385	0.02091248247
386	0.02089802763
387	0.02087822447
388	0.02086020677
389	0.02083057242
390	0.02081997249
391	0.02080256514
392	0.02076920684
393	0.02075218856
394	0.02073049949
395	0.0207168175
396	0.0206991409
397	0.02068257389
398	0.02067513851
399	0.02066096184
400	0.020644001
401	0.02062621875
402	0.02061697536
403	0.02060673386
404	0.02058721735
405	0.0205752301
406	0.02056370772
407	0.02053983042
408	0.0205269992
409	0.02051216762
410	0.02050050144
411	0.02049073571
412	0.02047477972
413	0.02045424729
414	0.0204349446
415	0.02041600112
416	0.02039033391
417	0.02036856863
418	0.02035087005
419	0.02033030323
420	0.02032481053
421	0.02030208367
422	0.02029171564
423	0.02027574673
424	0.02026031131
425	0.02024657319
426	0.02022857726
427	0.0202099597
428	0.02018809876
429	0.02017488007
430	0.02016567031
431	0.0201496624
432	0.02012513791
433	0.02011822106
434	0.02009990082
435	0.02007081852
436	0.02005831687
437	0.02004703228
438	0.02003797004
439	0.02002100653
440	0.02000584029
441	0.01999369393
442	0.01998551299
443	0.01996308595
444	0.0199478276
445	0.01993528983
446	0.01991545359
447	0.0199040908
448	0.01988638396
449	0.01986397293
450	0.01985398996
451	0.01983864148
452	0.01983180736
453	0.01981971431
454	0.0198087444
455	0.01979810848
456	0.01978428099
457	0.01977387886
458	0.01976091593
459	0.01975135088
460	0.01971427827
461	0.01970460641
462	0.01969453956
463	0.01967540979
464	0.01963673551
465	0.01962542615
466	0.01961585343
467	0.01958838042
468	0.01957856082
469	0.01956876202
470	0.01954864996
471	0.01953267195
472	0.01952058892
473	0.01950248222
474	0.01949137809
475	0.01947652574
476	0.01946450747
477	0.01944735515
478	0.0194300658
479	0.01941559226
480	0.01939376532
481	0.01938659565
482	0.01936998469
483	0.01935736911
484	0.01934109159
485	0.01933150665
486	0.01931932294
487	0.01930996059
488	0.0192998852
489	0.01928389231
490	0.01926332574
491	0.01924757365
492	0.01922841135
493	0.01921479391
494	0.01920050137
495	0.01919094642
496	0.01917534201
497	0.01916520273
498	0.01915641931
499	0.01914782929
500	0.01912478202
501	0.01911397421
502	0.01910276492
503	0.01909077511
504	0.01907469846
505	0.01906055148
506	0.01905179722
507	0.01903202466
508	0.01900741953
509	0.01899410985
510	0.01898586583
511	0.01897033686
512	0.01896405205
513	0.01894406928
514	0.01892855126
515	0.01891385661
516	0.01890084107
517	0.01889116783
518	0.01886399086
519	0.01885492088
520	0.01883898427
521	0.01882804355
522	0.0187995816
523	0.01878427002
524	0.01877826999
525	0.01876024561
526	0.01875371324
527	0.01873489372
528	0.01870699253
529	0.01869589812
530	0.01868399151
531	0.01867508
532	0.01865675133
533	0.01864729719
534	0.01863231484
535	0.01860865449
536	0.01860003202
537	0.01857992483
538	0.01856705599
539	0.01855920272
540	0.01855162091
541	0.01853498513
542	0.01852063415
543	0.01850855896
544	0.01850054033
545	0.01848513621
546	0.01846754531
547	0.01844875813
548	0.01842293135
549	0.01841551527
550	0.01839408335
551	0.01837706185
552	0.01835660832
553	0.01833737172
554	0.01832171356
555	0.01830663105
556	0.01829385264
557	0.01827797197
558	0.01826031334
559	0.0182447858
560	0.01823768634
561	0.01822287161
562	0.01821217415
563	0.0181953206
564	0.01818312506
565	0.01816545342
566	0.018129371
567	0.01811570481
568	0.01810534411
569	0.01809047879
570	0.01804417168
571	0.01802208671
572	0.01797172092
573	0.01794691036
574	0.01793111465
575	0.01791514507
576	0.01789509785
577	0.01788676919
578	0.01787683581
579	0.01786219856
580	0.01785798076
581	0.01784500717
582	0.01783051694
583	0.01782271585
584	0.01780354354
585	0.01779000743
586	0.0177769656
587	0.01776359012
588	0.017752653
589	0.01774016075
590	0.01772381783
591	0.01771576619
592	0.01770786511
593	0.01768000605
594	0.01767031569
595	0.01766270483
596	0.017644424
597	0.01762670933
598	0.01760109524
599	0.01757849686
600	0.01755463968
601	0.0175319806
602	0.01751594563
603	0.01750914325
604	0.01749549175
605	0.01747755897
606	0.01746894883
607	0.01745306913
608	0.01743989236
609	0.01742563379
610	0.01741125395
611	0.01739167305
612	0.01735697104
613	0.01733914032
614	0.0173293012
615	0.01730617323
616	0.01729888357
617	0.01728319369
618	0.01727241404
619	0.01726547386
620	0.01725195398
621	0.01723808206
622	0.01722990563
623	0.0172142337
624	0.01718767909
625	0.01717343195
626	0.01716681153
627	0.01715213314
628	0.01713685508
629	0.01712101686
630	0.01710833151
631	0.01709776236
632	0.01708319013
633	0.01706736624
634	0.01703384942
635	0.01702827721
636	0.01702166517
637	0.01699013356
638	0.01697405937
639	0.01695972183
640	0.01694852324
641	0.01693451266
642	0.01692001791
643	0.01688170981
644	0.01687398199
645	0.01686106863
646	0.01684896501
647	0.01683308505
648	0.0168210926
649	0.01681056617
650	0.01679265378
651	0.01677461201
652	0.01675841681
653	0.01673233828
654	0.01672085046
655	0.0167032562
656	0.0166873719
657	0.0166750487
658	0.01666529084
659	0.01665671375
660	0.01664891969
661	0.01663217074
662	0.01662754067
663	0.01661328916
664	0.01660445914
665	0.01659135372
666	0.01657299932
667	0.01655891558
668	0.01655143086
669	0.01654081221
670	0.01653300556
671	0.01649709073
672	0.01648389019
673	0.01647295979
674	0.01646706277
675	0.01646089796
676	0.01644460539
677	0.01643417735
678	0.01642327701
679	0.01637705437
680	0.01636611499
681	0.01635313529
682	0.01633539743
683	0.01632627927
684	0.01631356834
685	0.01630284182
686	0.01626994523
687	0.0162576064
688	0.01624683257
689	0.0162330536
690	0.01622295412
691	0.01620193442
692	0.01618700023
693	0.016178445
694	0.01616204585
695	0.01615275422
696	0.01613927374
697	0.01612524721
698	0.01611317837
699	0.01610127127
700	0.01609095745
701	0.01607899638
702	0.01606463523
703	0.01604132724
704	0.016030381
705	0.01602518898
706	0.01598465426
707	0.01597587715
708	0.01594946999
709	0.01594139885
710	0.01593305367
711	0.01592755373
712	0.01591308411
713	0.01590048283
714	0.01589336452
715	0.01588788443
716	0.01587503143
717	0.01586453366
718	0.01585069156
719	0.01583819574
720	0.01582665542
721	0.01581977674
722	0.01580392593
723	0.01579274452
724	0.01575723203
725	0.01574722234
726	0.01573876009
727	0.01572289817
728	0.01571021826
729	0.01570420125
730	0.01564279134
731	0.01563271962
732	0.01561959478
733	0.01560364302
734	0.01558918843
735	0.01557877649
736	0.01557413169
737	0.01556576402
738	0.01555838974
739	0.01554768117
740	0.01552640172
741	0.01551356459
742	0.01550044217
743	0.01548854685
744	0.01547931085
745	0.01545994476
746	0.01544967698
747	0.01543719893
748	0.01541726387
749	0.01540801132
750	0.01539740359
751	0.01538939985
752	0.01538205036
753	0.01537286466
754	0.01536165761
755	0.01535175449
756	0.01534506822
757	0.01530219586
758	0.01529077823
759	0.0152817678
760	0.01527317825
761	0.01526667586
762	0.01525729707
763	0.01523793046
764	0.01522270804
765	0.0152140517
766	0.0151989445
767	0.01518573614
768	0.01517485943
769	0.01517030325
770	0.01509905019
771	0.0150874778
772	0.01507409709
773	0.01505505853
774	0.01504631102
775	0.01503732916
776	0.01503091576
777	0.01502357618
778	0.01501088276
779	0.01498599227
780	0.01497979367
781	0.01497017575
782	0.01495008306
783	0.01494132408
784	0.0149342568
785	0.01492873456
786	0.01491425288
787	0.0149034268
788	0.01489762863
789	0.01486737725
790	0.01485553014
791	0.01484604572
792	0.01484067559
793	0.01482986674
794	0.01480828429
795	0.01480153444
796	0.01478706051
797	0.01477351216
798	0.01476544689
799	0.01475550921
800	0.01474846751
801	0.01474187808
802	0.01472387307
803	0.01470940512
804	0.01469840924
805	0.01467713458
806	0.01466603958
807	0.01464835729
808	0.01464353257
809	0.01462510574
810	0.01460401806
811	0.01457339052
812	0.01455723365
813	0.01453956388
814	0.01453268061
815	0.01452404972
816	0.01451384781
817	0.01450671184
818	0.01448691592
819	0.01447358354
820	0.01445629517
821	0.01443842067
822	0.01443030498
823	0.01442052474
824	0.01441528543
825	0.01439198762
826	0.01437864492
827	0.01437032021
828	0.01436230387
829	0.01435278271
830	0.0143450313
831	0.01433739783
832	0.0143268907
833	0.0143051176
834	0.01430023302
835	0.01429585813
836	0.01428739356
837	0.01427722061
838	0.01426493282
839	0.01425494493
840	0.01423887553
841	0.01423458066
842	0.01418762408
843	0.01417505063
844	0.01416526324
845	0.01415366331
846	0.01414493707
847	0.01413522917
848	0.01411960072
849	0.0141131153
850	0.01410355819
851	0.01408769389
852	0.01406298188
853	0.01405752422
854	0.01404828053
855	0.01403245875
856	0.01401894688
857	0.01400974431
858	0.01400210062
859	0.01399434053
860	0.01398235596
861	0.01396367772
862	0.01396002988
863	0.01394620182
864	0.01393399725
865	0.01392626941
866	0.0139107142
867	0.01389013702
868	0.01387368752
869	0.0138649806
870	0.01385923485
871	0.01385039534
872	0.01384327712
873	0.01383372461
874	0.01382878057
875	0.01382231654
876	0.0138014665
877	0.01378976957
878	0.01377596354
879	0.01372962463
880	0.0137245974
881	0.0137154004
882	0.013704031
883	0.01369668946
884	0.01368562818
885	0.01366722873
886	0.01365172827
887	0.0136471551
888	0.0136386518
889	0.01362519947
890	0.01361090561
891	0.01360254065
892	0.01359193267
893	0.01358101968
894	0.01357368411
895	0.01356049811
896	0.01354963976
897	0.01354266801
898	0.01351780131
899	0.01350038873
900	0.01348579865
901	0.01347126186
902	0.01345723199
903	0.01344617098
904	0.01343575834
905	0.01342884548
906	0.01341616815
907	0.01341202685
908	0.01339543554
909	0.01337996414
910	0.01337190626
911	0.01335753454
912	0.01335365203
913	0.01334095881
914	0.01332987149
915	0.01332215574
916	0.01330558025
917	0.01329419762
918	0.01328648852
919	0.01327261481
920	0.01325215215
921	0.0132478715
922	0.01324275131
923	0.0132272285
924	0.01321945516
925	0.01320990839
926	0.01319817961
927	0.01319142228
928	0.01318444152
929	0.01317200346
930	0.01316655185
931	0.01314756266
932	0.01311028564
933	0.0130949001
934	0.01308330253
935	0.01307742059
936	0.01306190829
937	0.01304822109
938	0.01304254559
939	0.01304130203
940	0.01302963279
941	0.01302489224
942	0.01301775158
943	0.01300693112
944	0.01300289702
945	0.01299261934
946	0.01298126706
947	0.01296954193
948	0.01295976637
949	0.01295142338
950	0.01294079114
951	0.01293402005
952	0.01292581424
953	0.01290788331
954	0.01289931391
955	0.01289329485
956	0.01288499813
957	0.01287610431
958	0.01286497363
959	0.01285782233
960	0.01284980658
961	0.01284268169
962	0.01282849141
963	0.0128273228
964	0.01281900299
965	0.01280944759
966	0.01279946001
967	0.01279264868
968	0.01278881788
969	0.01277810121
970	0.01273785063
971	0.01272601419
972	0.01271403532
973	0.01270830096
974	0.01266649226
975	0.01266233195
976	0.01264800288
977	0.01262881879
978	0.01261799701
979	0.01260990617
980	0.0125872185
981	0.01257518595
982	0.01256901788
983	0.01255604285
984	0.01254361457
985	0.01253018394
986	0.01249724425
987	0.01248832339
988	0.01248100924
989	0.01247491435
990	0.01246805194
991	0.01246332363
992	0.01245952886
993	0.01245342603
994	0.01244453264
995	0.01243789698
996	0.01242799481
997	0.01241506619
998	0.01240489043
999	0.01239430594
.006488646902
980	0.006482348508
981	0.006473017015
982	0.006466067102
983	0.006454875725
984	0.006450345384
985	0.006442563285
986	0.006431920088
987	0.006415709378
988	0.006408461859
989	0.006395211955
990	0.006391275695
991	0.006389284201
992	0.006386303511
993	0.006369018923
994	0.006365699877
995	0.006357845089
996	0.006344990022
997	0.006340444771
998	0.006332358113
999	0.006324941499
01963009969
971	0.001959744426
972	0.001957704555
973	0.001953956117
974	0.00195059843
975	0.001949905956
976	0.001947844828
977	0.001945400098
978	0.00194445829
979	0.001942953118
980	0.001935859598
981	0.001932780974
982	0.001931290706
983	0.00192734077
984	0.001926646481
985	0.001925012983
986	0.001923468863
987	0.001922049456
988	0.001919284467
989	0.00191507022
990	0.001911133151
991	0.001909338457
992	0.001907940756
993	0.001905318234
994	0.001902917186
995	0.001902059475
996	0.001899918028
997	0.001896753247
998	0.001891763659
999	0.001890063091
